currentTick;currentActivePowerConsumption;currentActivePowerPv;currentActivePowerPvAutoConsumption;currentActivePowerPvFeedIn;currentActivePowerChp;currentActivePowerChpAutoConsumption;currentActivePowerChpFeedIn;currentActivePowerBatteryCharging;currentActivePowerBatteryDischarging;currentActivePowerBatteryAutoConsumption;currentActivePowerBatteryFeedIn;currentActivePowerExternal;currentReactivePowerExternal;currentGasPowerExternal;epsCosts;plsCosts;gasCosts;feedInCostsPV;feedInCostsCHP;autoConsumptionCosts;currentPvFeedInPrice
60;252.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;252.0;35.0;0.0;0.0018270000000000003;0.0;0.0;0.0;0.0;0.0;10.0
120;252.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;252.0;35.0;0.0;0.0018270000000000003;0.0;0.0;0.0;0.0;0.0;10.0
180;252.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;252.0;35.0;0.0;0.0018270000000000003;0.0;0.0;0.0;0.0;0.0;10.0
240;252.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;252.0;35.0;0.0;0.0018270000000000003;0.0;0.0;0.0;0.0;0.0;10.0
300;252.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;252.0;35.0;0.0;0.0018270000000000003;0.0;0.0;0.0;0.0;0.0;10.0
360;252.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;252.0;35.0;0.0;0.0018270000000000003;0.0;0.0;0.0;0.0;0.0;10.0
420;252.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;252.0;35.0;0.0;0.0018270000000000003;0.0;0.0;0.0;0.0;0.0;10.0
480;252.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;252.0;35.0;0.0;0.0018270000000000003;0.0;0.0;0.0;0.0;0.0;10.0
540;252.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;252.0;35.0;0.0;0.0018270000000000003;0.0;0.0;0.0;0.0;0.0;10.0
600;252.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;252.0;35.0;0.0;0.0018270000000000003;0.0;0.0;0.0;0.0;0.0;10.0
660;252.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;252.0;35.0;0.0;0.0018270000000000003;0.0;0.0;0.0;0.0;0.0;10.0
720;252.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;252.0;35.0;0.0;0.0018270000000000003;0.0;0.0;0.0;0.0;0.0;10.0
780;252.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;252.0;35.0;0.0;0.0018270000000000003;0.0;0.0;0.0;0.0;0.0;10.0
840;252.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;252.0;35.0;0.0;0.0018270000000000003;0.0;0.0;0.0;0.0;0.0;10.0
900;252.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;252.0;35.0;0.0;0.0018270000000000003;0.0;0.0;0.0;0.0;0.0;10.0
960;227.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;227.0;32.0;0.0;0.0016457500000000003;0.0;0.0;0.0;0.0;0.0;10.0
1020;227.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;227.0;32.0;0.0;0.0016457500000000003;0.0;0.0;0.0;0.0;0.0;10.0
1080;227.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;227.0;32.0;0.0;0.0016457500000000003;0.0;0.0;0.0;0.0;0.0;10.0
1140;227.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;227.0;32.0;0.0;0.0016457500000000003;0.0;0.0;0.0;0.0;0.0;10.0
1200;227.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;227.0;32.0;0.0;0.0016457500000000003;0.0;0.0;0.0;0.0;0.0;10.0
1260;227.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;227.0;32.0;0.0;0.0016457500000000003;0.0;0.0;0.0;0.0;0.0;10.0
1320;227.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;227.0;32.0;0.0;0.0016457500000000003;0.0;0.0;0.0;0.0;0.0;10.0
1380;227.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;227.0;32.0;0.0;0.0016457500000000003;0.0;0.0;0.0;0.0;0.0;10.0
1440;227.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;227.0;32.0;0.0;0.0016457500000000003;0.0;0.0;0.0;0.0;0.0;10.0
1500;227.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;227.0;32.0;0.0;0.0016457500000000003;0.0;0.0;0.0;0.0;0.0;10.0
1560;227.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;227.0;32.0;0.0;0.0016457500000000003;0.0;0.0;0.0;0.0;0.0;10.0
1620;227.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;227.0;32.0;0.0;0.0016457500000000003;0.0;0.0;0.0;0.0;0.0;10.0
1680;227.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;227.0;32.0;0.0;0.0016457500000000003;0.0;0.0;0.0;0.0;0.0;10.0
1740;227.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;227.0;32.0;0.0;0.0016457500000000003;0.0;0.0;0.0;0.0;0.0;10.0
1800;227.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;227.0;32.0;0.0;0.0016457500000000003;0.0;0.0;0.0;0.0;0.0;10.0
1860;205.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;205.0;29.0;0.0;0.00148625;0.0;0.0;0.0;0.0;0.0;10.0
1920;205.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;205.0;29.0;0.0;0.00148625;0.0;0.0;0.0;0.0;0.0;10.0
1980;205.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;205.0;29.0;0.0;0.00148625;0.0;0.0;0.0;0.0;0.0;10.0
2040;205.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;205.0;29.0;0.0;0.00148625;0.0;0.0;0.0;0.0;0.0;10.0
2100;205.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;205.0;29.0;0.0;0.00148625;0.0;0.0;0.0;0.0;0.0;10.0
2160;205.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;205.0;29.0;0.0;0.00148625;0.0;0.0;0.0;0.0;0.0;10.0
2220;205.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;205.0;29.0;0.0;0.00148625;0.0;0.0;0.0;0.0;0.0;10.0
2280;205.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;205.0;29.0;0.0;0.00148625;0.0;0.0;0.0;0.0;0.0;10.0
2340;205.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;205.0;29.0;0.0;0.00148625;0.0;0.0;0.0;0.0;0.0;10.0
2400;205.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;205.0;29.0;0.0;0.00148625;0.0;0.0;0.0;0.0;0.0;10.0
2460;205.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;205.0;29.0;0.0;0.00148625;0.0;0.0;0.0;0.0;0.0;10.0
2520;205.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;205.0;29.0;0.0;0.00148625;0.0;0.0;0.0;0.0;0.0;10.0
2580;205.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;205.0;29.0;0.0;0.00148625;0.0;0.0;0.0;0.0;0.0;10.0
2640;205.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;205.0;29.0;0.0;0.00148625;0.0;0.0;0.0;0.0;0.0;10.0
2700;205.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;205.0;29.0;0.0;0.00148625;0.0;0.0;0.0;0.0;0.0;10.0
2760;186.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;186.0;26.0;0.0;0.0013485;0.0;0.0;0.0;0.0;0.0;10.0
2820;186.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;186.0;26.0;0.0;0.0013485;0.0;0.0;0.0;0.0;0.0;10.0
2880;186.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;186.0;26.0;0.0;0.0013485;0.0;0.0;0.0;0.0;0.0;10.0
2940;186.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;186.0;26.0;0.0;0.0013485;0.0;0.0;0.0;0.0;0.0;10.0
3000;186.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;186.0;26.0;0.0;0.0013485;0.0;0.0;0.0;0.0;0.0;10.0
3060;186.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;186.0;26.0;0.0;0.0013485;0.0;0.0;0.0;0.0;0.0;10.0
3120;186.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;186.0;26.0;0.0;0.0013485;0.0;0.0;0.0;0.0;0.0;10.0
3180;186.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;186.0;26.0;0.0;0.0013485;0.0;0.0;0.0;0.0;0.0;10.0
3240;186.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;186.0;26.0;0.0;0.0013485;0.0;0.0;0.0;0.0;0.0;10.0
3300;186.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;186.0;26.0;0.0;0.0013485;0.0;0.0;0.0;0.0;0.0;10.0
3360;186.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;186.0;26.0;0.0;0.0013485;0.0;0.0;0.0;0.0;0.0;10.0
3420;186.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;186.0;26.0;0.0;0.0013485;0.0;0.0;0.0;0.0;0.0;10.0
3480;186.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;186.0;26.0;0.0;0.0013485;0.0;0.0;0.0;0.0;0.0;10.0
3540;186.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;186.0;26.0;0.0;0.0013485;0.0;0.0;0.0;0.0;0.0;10.0
3600;186.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;186.0;26.0;0.0;0.0013485;0.0;0.0;0.0;0.0;0.0;10.0
3660;172.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;172.0;24.0;0.0;0.0012469999999999998;0.0;0.0;0.0;0.0;0.0;10.0
3720;172.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;172.0;24.0;0.0;0.0012469999999999998;0.0;0.0;0.0;0.0;0.0;10.0
3780;172.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;172.0;24.0;0.0;0.0012469999999999998;0.0;0.0;0.0;0.0;0.0;10.0
3840;172.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;172.0;24.0;0.0;0.0012469999999999998;0.0;0.0;0.0;0.0;0.0;10.0
3900;172.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;172.0;24.0;0.0;0.0012469999999999998;0.0;0.0;0.0;0.0;0.0;10.0
3960;172.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;172.0;24.0;0.0;0.0012469999999999998;0.0;0.0;0.0;0.0;0.0;10.0
4020;172.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;172.0;24.0;0.0;0.0012469999999999998;0.0;0.0;0.0;0.0;0.0;10.0
4080;172.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;172.0;24.0;0.0;0.0012469999999999998;0.0;0.0;0.0;0.0;0.0;10.0
4140;172.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;172.0;24.0;0.0;0.0012469999999999998;0.0;0.0;0.0;0.0;0.0;10.0
4200;172.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;172.0;24.0;0.0;0.0012469999999999998;0.0;0.0;0.0;0.0;0.0;10.0
4260;172.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;172.0;24.0;0.0;0.0012469999999999998;0.0;0.0;0.0;0.0;0.0;10.0
4320;172.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;172.0;24.0;0.0;0.0012469999999999998;0.0;0.0;0.0;0.0;0.0;10.0
4380;172.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;172.0;24.0;0.0;0.0012469999999999998;0.0;0.0;0.0;0.0;0.0;10.0
4440;172.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;172.0;24.0;0.0;0.0012469999999999998;0.0;0.0;0.0;0.0;0.0;10.0
4500;172.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;172.0;24.0;0.0;0.0012469999999999998;0.0;0.0;0.0;0.0;0.0;10.0
4560;163.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;163.0;23.0;0.0;0.00118175;0.0;0.0;0.0;0.0;0.0;10.0
4620;163.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;163.0;23.0;0.0;0.00118175;0.0;0.0;0.0;0.0;0.0;10.0
4680;163.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;163.0;23.0;0.0;0.00118175;0.0;0.0;0.0;0.0;0.0;10.0
4740;163.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;163.0;23.0;0.0;0.00118175;0.0;0.0;0.0;0.0;0.0;10.0
4800;163.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;163.0;23.0;0.0;0.00118175;0.0;0.0;0.0;0.0;0.0;10.0
4860;163.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;163.0;23.0;0.0;0.00118175;0.0;0.0;0.0;0.0;0.0;10.0
4920;163.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;163.0;23.0;0.0;0.00118175;0.0;0.0;0.0;0.0;0.0;10.0
4980;163.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;163.0;23.0;0.0;0.00118175;0.0;0.0;0.0;0.0;0.0;10.0
5040;163.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;163.0;23.0;0.0;0.00118175;0.0;0.0;0.0;0.0;0.0;10.0
5100;163.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;163.0;23.0;0.0;0.00118175;0.0;0.0;0.0;0.0;0.0;10.0
5160;163.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;163.0;23.0;0.0;0.00118175;0.0;0.0;0.0;0.0;0.0;10.0
5220;163.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;163.0;23.0;0.0;0.00118175;0.0;0.0;0.0;0.0;0.0;10.0
5280;163.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;163.0;23.0;0.0;0.00118175;0.0;0.0;0.0;0.0;0.0;10.0
5340;163.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;163.0;23.0;0.0;0.00118175;0.0;0.0;0.0;0.0;0.0;10.0
5400;163.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;163.0;23.0;0.0;0.00118175;0.0;0.0;0.0;0.0;0.0;10.0
5460;156.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;156.0;22.0;0.0;0.001131;0.0;0.0;0.0;0.0;0.0;10.0
5520;156.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;156.0;22.0;0.0;0.001131;0.0;0.0;0.0;0.0;0.0;10.0
5580;156.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;156.0;22.0;0.0;0.001131;0.0;0.0;0.0;0.0;0.0;10.0
5640;156.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;156.0;22.0;0.0;0.001131;0.0;0.0;0.0;0.0;0.0;10.0
5700;156.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;156.0;22.0;0.0;0.001131;0.0;0.0;0.0;0.0;0.0;10.0
5760;156.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;156.0;22.0;0.0;0.001131;0.0;0.0;0.0;0.0;0.0;10.0
5820;156.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;156.0;22.0;0.0;0.001131;0.0;0.0;0.0;0.0;0.0;10.0
5880;156.0;0.0;0.0;0.0;-5056.0;-156.0;-4900.0;0.0;0.0;0.0;0.0;-4900.0;2471.0;20500.0;-0.012466666666666666;0.00475;0.04555555555555556;0.0;-0.01225;-2.1666666666666666E-4;10.0
5940;156.0;0.0;0.0;0.0;-5166.0;-156.0;-5010.0;0.0;0.0;0.0;0.0;-5010.0;2524.0;20500.0;-0.012741666666666667;0.005025;0.04555555555555556;0.0;-0.012525;-2.1666666666666666E-4;10.0
6000;156.0;0.0;0.0;0.0;-5276.0;-156.0;-5120.0;0.0;0.0;0.0;0.0;-5120.0;2577.0;20500.0;-0.013016666666666666;0.0053;0.04555555555555556;0.0;-0.0128;-2.1666666666666666E-4;10.0
6060;156.0;0.0;0.0;0.0;-5386.0;-156.0;-5230.0;0.0;0.0;0.0;0.0;-5230.0;2631.0;20500.0;-0.013291666666666667;0.005575;0.04555555555555556;0.0;-0.013075;-2.1666666666666666E-4;10.0
6120;156.0;0.0;0.0;0.0;-5496.0;-156.0;-5340.0;0.0;0.0;0.0;0.0;-5340.0;2684.0;20500.0;-0.013566666666666666;0.00585;0.04555555555555556;0.0;-0.01335;-2.1666666666666666E-4;10.0
6180;156.0;0.0;0.0;0.0;-5500.0;-156.0;-5344.0;0.0;0.0;0.0;0.0;-5344.0;2685.0;20500.0;-0.013576666666666667;0.00586;0.04555555555555556;0.0;-0.01336;-2.1666666666666666E-4;10.0
6240;156.0;0.0;0.0;0.0;-5500.0;-156.0;-5344.0;0.0;0.0;0.0;0.0;-5344.0;2685.0;20500.0;-0.013576666666666667;0.00586;0.04555555555555556;0.0;-0.01336;-2.1666666666666666E-4;10.0
6300;156.0;0.0;0.0;0.0;-5500.0;-156.0;-5344.0;0.0;0.0;0.0;0.0;-5344.0;2685.0;20500.0;-0.013576666666666667;0.00586;0.04555555555555556;0.0;-0.01336;-2.1666666666666666E-4;10.0
6360;152.0;0.0;0.0;0.0;-5500.0;-152.0;-5348.0;0.0;0.0;0.0;0.0;-5348.0;2684.0;20500.0;-0.013581111111111112;0.00587;0.04555555555555556;0.0;-0.01337;-2.111111111111111E-4;10.0
6420;152.0;0.0;0.0;0.0;-5500.0;-152.0;-5348.0;0.0;0.0;0.0;0.0;-5348.0;2684.0;20500.0;-0.013581111111111112;0.00587;0.04555555555555556;0.0;-0.01337;-2.111111111111111E-4;10.0
6480;152.0;0.0;0.0;0.0;-5500.0;-152.0;-5348.0;0.0;0.0;0.0;0.0;-5348.0;2684.0;20500.0;-0.013581111111111112;0.00587;0.04555555555555556;0.0;-0.01337;-2.111111111111111E-4;10.0
6540;152.0;0.0;0.0;0.0;-5500.0;-152.0;-5348.0;0.0;0.0;0.0;0.0;-5348.0;2684.0;20500.0;-0.013581111111111112;0.00587;0.04555555555555556;0.0;-0.01337;-2.111111111111111E-4;10.0
6600;152.0;0.0;0.0;0.0;-5500.0;-152.0;-5348.0;0.0;0.0;0.0;0.0;-5348.0;2684.0;20500.0;-0.013581111111111112;0.00587;0.04555555555555556;0.0;-0.01337;-2.111111111111111E-4;10.0
6660;152.0;0.0;0.0;0.0;-5500.0;-152.0;-5348.0;0.0;0.0;0.0;0.0;-5348.0;2684.0;20500.0;-0.013581111111111112;0.00587;0.04555555555555556;0.0;-0.01337;-2.111111111111111E-4;10.0
6720;152.0;0.0;0.0;0.0;-5500.0;-152.0;-5348.0;0.0;0.0;0.0;0.0;-5348.0;2684.0;20500.0;-0.013581111111111112;0.00587;0.04555555555555556;0.0;-0.01337;-2.111111111111111E-4;10.0
6780;152.0;0.0;0.0;0.0;-5500.0;-152.0;-5348.0;0.0;0.0;0.0;0.0;-5348.0;2684.0;20500.0;-0.013581111111111112;0.00587;0.04555555555555556;0.0;-0.01337;-2.111111111111111E-4;10.0
6840;152.0;0.0;0.0;0.0;-5500.0;-152.0;-5348.0;0.0;0.0;0.0;0.0;-5348.0;2684.0;20500.0;-0.013581111111111112;0.00587;0.04555555555555556;0.0;-0.01337;-2.111111111111111E-4;10.0
6900;152.0;0.0;0.0;0.0;-5500.0;-152.0;-5348.0;0.0;0.0;0.0;0.0;-5348.0;2684.0;20500.0;-0.013581111111111112;0.00587;0.04555555555555556;0.0;-0.01337;-2.111111111111111E-4;10.0
6960;152.0;0.0;0.0;0.0;-5500.0;-152.0;-5348.0;0.0;0.0;0.0;0.0;-5348.0;2684.0;20500.0;-0.013581111111111112;0.00587;0.04555555555555556;0.0;-0.01337;-2.111111111111111E-4;10.0
7020;152.0;0.0;0.0;0.0;-5500.0;-152.0;-5348.0;0.0;0.0;0.0;0.0;-5348.0;2684.0;20500.0;-0.013581111111111112;0.00587;0.04555555555555556;0.0;-0.01337;-2.111111111111111E-4;10.0
7080;152.0;0.0;0.0;0.0;-5500.0;-152.0;-5348.0;0.0;0.0;0.0;0.0;-5348.0;2684.0;20500.0;-0.013581111111111112;0.00587;0.04555555555555556;0.0;-0.01337;-2.111111111111111E-4;10.0
7140;152.0;0.0;0.0;0.0;-5500.0;-152.0;-5348.0;0.0;0.0;0.0;0.0;-5348.0;2684.0;20500.0;-0.013581111111111112;0.00587;0.04555555555555556;0.0;-0.01337;-2.111111111111111E-4;10.0
7200;152.0;0.0;0.0;0.0;-5500.0;-152.0;-5348.0;0.0;0.0;0.0;0.0;-5348.0;2684.0;20500.0;-0.013581111111111112;0.00587;0.04555555555555556;0.0;-0.01337;-2.111111111111111E-4;10.0
7260;149.0;0.0;0.0;0.0;-5500.0;-149.0;-5351.0;0.0;0.0;0.0;0.0;-5351.0;2684.0;20500.0;-0.013584444444444444;0.0058775;0.04555555555555556;0.0;-0.0133775;-2.0694444444444444E-4;10.0
7320;149.0;0.0;0.0;0.0;-5500.0;-149.0;-5351.0;0.0;0.0;0.0;0.0;-5351.0;2684.0;20500.0;-0.013584444444444444;0.0058775;0.04555555555555556;0.0;-0.0133775;-2.0694444444444444E-4;10.0
7380;149.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;149.0;21.0;0.0;0.00108025;0.0;0.0;0.0;0.0;0.0;10.0
7440;149.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;149.0;21.0;0.0;0.00108025;0.0;0.0;0.0;0.0;0.0;10.0
7500;149.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;149.0;21.0;0.0;0.00108025;0.0;0.0;0.0;0.0;0.0;10.0
7560;149.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;149.0;21.0;0.0;0.00108025;0.0;0.0;0.0;0.0;0.0;10.0
7620;149.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;149.0;21.0;0.0;0.00108025;0.0;0.0;0.0;0.0;0.0;10.0
7680;149.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;149.0;21.0;0.0;0.00108025;0.0;0.0;0.0;0.0;0.0;10.0
7740;149.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;149.0;21.0;0.0;0.00108025;0.0;0.0;0.0;0.0;0.0;10.0
7800;149.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;149.0;21.0;0.0;0.00108025;0.0;0.0;0.0;0.0;0.0;10.0
7860;149.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;149.0;21.0;0.0;0.00108025;0.0;0.0;0.0;0.0;0.0;10.0
7920;149.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;149.0;21.0;0.0;0.00108025;0.0;0.0;0.0;0.0;0.0;10.0
7980;149.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;149.0;21.0;0.0;0.00108025;0.0;0.0;0.0;0.